Employee_Id,Age,Experience_Years,Education_Level,Job_Level,Department,Performance_Score,Weekly_Working_Hours,Salary_LPA
1055,31,11,Bachelor,4,Finance,10,44.7,34.98
1056,37,18,Bachelor,5,HR,3,43.9,34.73
1057,31,6,PhD,2,Operations,2,40.7,22.05
1058,43,19,Master,6,Finance,6,48.5,48.98
1059,25,5,Bachelor,2,IT,2,39.5,20.67
1060,46,20,Bachelor,6,Marketing,5,41.3,44.21
1061,22,0,Bachelor,1,IT,2,45.1,11.2
1062,42,16,Bachelor,6,IT,3,42.3,39.73
1063,35,10,PhD,3,Operations,3,36.5,29.83
1064,40,17,Bachelor,6,Marketing,6,42.7,42.42
1065,48,20,Bachelor,6,Finance,6,40.3,44.6
1066,44,16,Bachelor,5,IT,10,45.4,42.37
1067,32,6,Bachelor,2,IT,3,42.6,20.6
1068,43,16,Master,5,IT,3,42.4,43.48
1069,42,19,Master,6,IT,1,37.8,46.65
1070,36,8,Master,3,Marketing,7,41.1,28.88
1071,39,16,Bachelor,5,IT,8,45.9,42.5
1072,39,19,Master,6,Finance,2,38.9,45.72
1073,30,7,Master,2,IT,4,41.9,24.97
1074,37,16,Master,5,Operations,10,38.3,42.47
1075,31,6,Bachelor,3,IT,7,37.3,26.92
1076,28,0,Bachelor,1,IT,8,41.7,15.27
1077,35,12,Master,4,IT,1,42.7,32.44
1078,44,18,Master,6,HR,4,50.0,46.13
1079,37,18,Bachelor,5,HR,6,40.2,36.47
1080,37,16,Bachelor,5,Finance,3,41.8,39.02
1081,33,12,Bachelor,4,Finance,5,37.0,32.12
1082,42,15,Master,4,IT,10,44.4,41.24
1083,30,7,Bachelor,2,Finance,9,43.6,24.02
1084,45,18,PhD,5,Finance,3,48.0,45.88
1085,44,17,Bachelor,5,IT,5,46.4,42.18
1086,21,0,PhD,1,IT,8,43.4,23.62
1087,33,13,Master,4,IT,6,40.1,38.31
1088,41,18,Bachelor,5,IT,4,42.8,42.02
1089,36,14,Master,4,HR,8,41.6,36.39
1090,45,17,Bachelor,5,IT,3,45.8,41.98
1091,28,1,PhD,1,IT,3,45.3,21.89
1092,41,16,Master,6,IT,4,40.8,44.89
1093,41,17,Bachelor,5,Operations,9,36.2,40.97
1094,30,5,Master,2,Operations,5,47.3,22.35
1095,37,18,PhD,6,IT,8,44.3,53.73
1096,22,3,Bachelor,1,IT,6,40.7,16.3
1097,26,0,Master,1,IT,3,44.2,16.94
1098,27,7,Master,3,Finance,8,42.3,29.42
1099,34,6,Master,2,IT,9,47.3,28.25
1100,29,2,Bachelor,2,HR,8,34.3,18.03
1101,34,9,Bachelor,3,Finance,4,40.4,28.42
1102,33,9,Bachelor,4,Operations,6,48.4,28.39
1103,37,18,Master,5,IT,1,44.3,42.03
1104,32,13,Bachelor,4,Marketing,4,49.1,31.77
1105,21,1,PhD,2,Marketing,8,37.1,23.83
1106,24,0,Bachelor,2,IT,1,46.3,15.01
1107,41,17,Master,6,IT,3,46.0,45.49
1108,26,6,Bachelor,3,IT,1,35.3,20.45
1109,26,7,Bachelor,2,IT,9,40.8,27.37
1110,28,0,Bachelor,2,IT,2,41.6,15.56
1111,25,2,Bachelor,1,Finance,9,35.5,15.39
1112,30,7,Master,2,Finance,4,40.9,24.05
1113,34,14,PhD,4,Operations,2,45.5,39.64
1114,28,4,Master,3,IT,4,40.4,24.69
1115,29,2,PhD,1,Operations,10,43.0,22.89
1116,38,18,Master,5,IT,6,43.0,43.77
1117,28,0,Master,2,Marketing,7,42.0,18.47
1118,34,14,Master,4,IT,3,39.2,37.33
1119,28,7,Master,3,IT,3,44.6,26.53
1120,26,1,Bachelor,2,Operations,10,35.7,17.18
1121,26,2,Master,2,IT,8,42.0,24.42
1122,39,13,Bachelor,4,HR,5,47.5,31.91
1123,39,13,Master,4,Finance,4,40.2,33.58
1124,34,10,Master,3,Finance,7,39.1,31.53
1125,43,15,Bachelor,4,Finance,7,44.9,36.66
1126,24,3,Bachelor,1,Marketing,9,42.7,16.45
1127,40,19,PhD,5,IT,9,45.0,53.71
1128,23,4,Master,3,HR,5,42.2,22.22
1129,45,20,Bachelor,6,Operations,8,32.4,45.29
1130,36,13,Master,4,IT,10,46.7,39.49
1131,37,15,Master,4,IT,1,50.3,35.1
1132,45,17,Bachelor,5,Marketing,9,47.1,42.31
1133,28,6,PhD,2,Finance,8,32.0,28.58
1134,31,9,Master,3,Finance,6,43.8,29.4
1135,30,6,Bachelor,2,IT,3,40.1,19.18
1136,26,0,Master,1,Finance,3,37.7,14.46
1137,46,20,Master,6,IT,8,42.5,49.79
1138,41,18,Bachelor,5,Finance,5,41.4,41.35
1139,39,15,Bachelor,4,Marketing,10,44.0,37.41
1140,40,18,Bachelor,6,IT,7,42.2,44.48
1141,30,3,Master,1,Finance,5,37.5,17.45
1142,43,17,Master,5,Operations,8,39.7,45.81
1143,29,1,Master,1,HR,10,39.0,18.4
1144,28,0,PhD,1,Marketing,10,35.1,19.81
1145,33,14,Master,4,Finance,4,36.5,36.38
1146,24,4,Bachelor,2,Marketing,2,41.2,14.0
1147,46,19,Bachelor,5,IT,3,47.7,40.07
1148,36,10,Bachelor,3,IT,8,39.9,30.21
1149,30,9,Bachelor,3,IT,7,39.0,29.38
1150,27,1,Master,1,Finance,2,37.3,14.61
1151,21,2,Master,1,Marketing,6,42.1,17.46
1152,39,11,Bachelor,3,IT,9,46.7,32.93
1153,41,19,Master,5,HR,4,50.0,40.11
1154,25,4,Master,2,Marketing,9,43.1,23.32
1155,28,4,Bachelor,2,HR,2,42.6,15.97
1156,30,5,Bachelor,2,IT,2,39.8,19.47
1157,30,8,Bachelor,4,Finance,9,40.5,31.21
1158,26,1,Bachelor,2,IT,7,44.5,19.56
1159,47,20,PhD,6,IT,7,40.7,55.18
1160,31,11,Bachelor,3,Operations,1,41.4,21.35
1161,23,2,Bachelor,1,IT,6,41.9,17.34
1162,42,19,Bachelor,5,IT,7,39.6,43.54
1163,32,11,PhD,3,Operations,6,41.7,34.84
1164,42,16,Bachelor,5,IT,6,33.9,37.25
1165,37,9,Bachelor,3,HR,2,44.2,24.38
1166,39,13,Bachelor,5,IT,6,51.4,37.47
1167,42,16,Bachelor,5,IT,4,39.8,42.23
1168,44,17,Bachelor,5,IT,9,43.5,46.12
1169,40,18,Master,5,IT,1,45.4,40.79
1170,39,16,Bachelor,6,Finance,8,47.1,45.05
1171,36,13,Bachelor,4,Marketing,5,40.9,30.45
1172,34,8,Master,4,Finance,1,34.8,27.57
1173,32,7,Bachelor,3,Operations,4,43.1,21.66
1174,28,1,Bachelor,2,IT,1,42.5,15.64
1175,38,12,Bachelor,4,Finance,6,40.6,32.84
1176,26,6,PhD,2,HR,2,41.5,21.98
1177,36,8,Bachelor,3,Operations,5,42.6,24.39
1178,32,10,Master,4,IT,7,43.4,35.88
1179,37,13,Master,4,Finance,2,43.3,31.73
1180,23,3,Bachelor,2,Operations,6,41.1,16.42
1181,37,12,PhD,4,IT,6,43.5,43.17
1182,22,1,Bachelor,1,Operations,5,40.9,10.89
1183,25,4,Bachelor,2,IT,5,44.6,18.22
1184,30,10,Master,3,Marketing,3,39.5,28.49
1185,31,5,Master,2,Operations,10,42.3,23.22
1186,41,17,Master,5,HR,10,35.5,43.35
1187,39,20,Bachelor,6,Finance,2,40.5,42.83
1188,28,9,Bachelor,3,IT,7,44.3,31.26
1189,28,3,Master,1,Operations,1,37.9,13.03
1190,34,8,Bachelor,4,Finance,6,40.7,27.68
1191,28,5,Bachelor,3,IT,6,32.4,23.58
1192,24,1,Bachelor,1,HR,3,36.5,7.75
1193,38,16,Bachelor,5,Finance,2,37.6,35.96
1194,28,4,Master,2,IT,2,42.4,23.42
1195,29,5,Bachelor,2,IT,9,43.3,25.26
1196,32,11,PhD,4,IT,5,41.8,41.99
1197,47,20,Bachelor,6,Finance,7,40.5,46.87
1198,34,9,Master,3,HR,5,40.5,27.21
1199,39,20,Bachelor,6,Finance,7,44.9,45.44
1200,30,5,Bachelor,3,Marketing,4,42.9,21.51
1201,30,7,Bachelor,3,Operations,8,40.7,24.65
1202,24,1,Bachelor,1,HR,10,47.2,15.56
1203,31,11,Bachelor,4,IT,10,49.8,35.09
1204,34,12,PhD,4,HR,7,37.0,37.87
1205,44,20,Master,6,Finance,10,44.1,49.64
1206,34,6,Bachelor,3,Finance,5,54.4,25.01
1207,34,9,Bachelor,4,HR,6,43.1,28.91
1208,35,12,Bachelor,4,IT,5,42.5,31.5
1209,43,16,Master,5,Operations,7,41.8,39.69
1210,41,20,Master,6,IT,2,44.0,46.26
1211,32,13,PhD,4,HR,5,45.0,37.79
1212,23,1,Bachelor,1,IT,10,37.0,15.63
1213,37,10,Bachelor,4,Operations,3,41.9,29.06
1214,22,0,Bachelor,1,IT,9,32.9,16.01
1215,38,18,Master,5,IT,6,41.2,46.01
1216,48,20,Master,6,IT,10,38.4,50.67
1217,26,3,Master,1,IT,3,43.4,19.52
1218,39,18,Master,5,IT,7,35.4,46.26
1219,47,20,Bachelor,6,HR,4,40.0,41.48
1220,32,10,Master,3,Finance,3,45.9,27.17
1221,31,7,Bachelor,3,IT,8,39.3,27.6
1222,30,10,Master,3,IT,4,34.4,29.69
1223,27,3,Bachelor,1,Marketing,1,43.0,10.63
1224,37,16,Bachelor,5,HR,6,39.7,36.13
1225,33,6,PhD,2,Marketing,10,41.3,30.47
1226,27,7,Master,3,HR,1,39.1,19.51
1227,29,2,Master,1,IT,5,49.9,20.66
1228,24,1,Bachelor,1,IT,7,35.8,16.46
1229,40,14,Master,4,IT,6,53.3,39.92
1230,24,4,Bachelor,2,Marketing,2,40.4,15.46
1231,24,0,Master,1,Operations,4,42.7,14.32
1232,24,3,Bachelor,1,Finance,2,39.7,12.48
1233,42,14,PhD,4,IT,1,39.5,38.98
1234,42,19,PhD,5,IT,3,38.9,49.38
1235,44,18,Master,5,IT,3,44.4,46.11
1236,30,2,Bachelor,1,Finance,7,36.4,13.5
1237,38,19,Bachelor,5,IT,1,43.5,40.59
1238,33,10,Master,3,Operations,9,33.3,29.11
1239,37,16,Bachelor,5,IT,6,43.1,41.35
1240,34,12,Master,5,Operations,4,45.4,35.3
1241,30,10,Bachelor,3,Marketing,3,36.9,25.76
1242,28,1,Bachelor,2,Marketing,3,44.7,13.96
1243,29,8,PhD,3,HR,2,42.2,28.43
1244,21,1,Master,1,HR,2,48.4,14.48
1245,48,20,Master,6,HR,10,38.6,48.21
1246,35,8,Master,3,HR,5,53.3,28.04
1247,33,8,Bachelor,3,Finance,9,32.4,26.38
1248,31,7,Master,2,Operations,2,40.7,22.14
1249,35,16,Bachelor,5,Marketing,2,35.2,37.16
1250,23,0,PhD,2,Marketing,6,49.4,22.24
1251,31,10,Master,4,Operations,10,41.0,32.25
1252,26,7,Bachelor,2,IT,2,41.3,19.93
1253,31,9,Master,3,IT,4,43.8,33.07
1254,26,6,Master,2,Finance,6,42.0,23.35
1255,22,2,Bachelor,1,Finance,5,39.6,15.74
1256,23,2,PhD,1,Marketing,1,37.0,16.08
1257,43,17,Bachelor,5,Finance,6,42.7,39.31
1258,30,4,Bachelor,2,Finance,1,43.5,17.17
1259,36,11,Bachelor,3,Finance,3,44.8,27.58
1260,35,11,Bachelor,3,IT,10,49.7,34.25
1261,45,18,Master,5,HR,5,33.3,40.52
1262,27,5,Master,3,Marketing,10,41.7,29.23
1263,21,1,Master,2,IT,5,46.8,22.2
1264,37,11,Master,3,HR,10,41.5,33.45
1265,43,18,Bachelor,5,HR,6,32.6,37.36
1266,29,4,Bachelor,2,IT,10,36.8,24.28
1267,32,11,Bachelor,3,IT,8,43.3,30.79
1268,38,16,Bachelor,6,Operations,5,43.2,40.12
1269,44,16,Master,5,IT,1,44.7,40.41
1270,36,9,Bachelor,3,IT,5,38.9,26.21
1271,40,16,Bachelor,5,IT,3,43.0,36.71
1272,37,14,Bachelor,5,HR,4,38.2,35.32
1273,32,11,PhD,3,HR,8,43.0,34.05
1274,42,15,PhD,5,HR,7,42.2,43.65
1275,41,18,Master,5,IT,5,38.7,43.57
1276,30,7,PhD,2,Operations,2,48.2,25.0
1277,42,20,Master,6,IT,6,35.2,49.11
1278,38,16,Master,5,IT,6,41.4,45.15
1279,23,4,Bachelor,2,Finance,10,38.6,20.98
1280,40,15,Master,4,IT,10,49.3,44.85
1281,32,5,Master,2,Operations,6,44.4,23.27
1282,28,7,Master,2,Operations,9,39.4,24.58
1283,37,17,Master,5,IT,8,40.9,46.11
1284,32,11,Bachelor,3,Operations,8,49.4,29.53
1285,33,14,Master,4,Marketing,1,38.2,33.72
1286,32,8,PhD,3,Operations,5,34.9,31.37
1287,37,12,Bachelor,4,IT,7,43.2,35.03
1288,34,14,Master,4,Finance,6,43.3,36.22
1289,35,9,Bachelor,3,IT,5,44.7,28.65
1290,39,15,Master,4,Marketing,8,44.7,38.34
1291,28,6,Master,3,IT,3,49.1,24.03
1292,39,16,Bachelor,5,Finance,6,35.1,39.08
1293,46,20,Master,6,IT,5,37.2,48.35
1294,27,6,Bachelor,2,IT,8,44.6,23.52
1295,34,13,Master,4,HR,4,37.6,32.77
1296,36,14,Bachelor,4,Operations,8,36.2,31.73
1297,39,20,Master,6,HR,10,49.5,50.13
1298,33,6,Bachelor,2,Operations,2,35.5,16.06
1299,34,8,Master,3,IT,9,40.6,31.25
1300,44,18,Bachelor,6,Finance,9,41.8,46.05
1301,43,15,Master,4,Finance,10,47.2,39.1
1302,31,7,PhD,3,IT,10,34.5,35.7
1303,42,17,PhD,5,Finance,6,43.7,47.71
1304,41,17,Master,6,HR,4,38.4,42.99
1305,46,19,Master,5,HR,4,44.5,42.56
1306,27,6,Bachelor,2,Marketing,6,38.4,21.17
1307,23,2,Bachelor,1,Finance,5,48.3,14.22
1308,38,17,Bachelor,5,IT,6,38.4,42.54
1309,37,9,Master,4,IT,7,32.2,34.27
1310,27,6,PhD,2,HR,7,38.8,25.61
1311,43,16,Bachelor,5,IT,9,41.0,42.06
1312,35,13,PhD,4,IT,8,46.3,43.87
1313,27,2,Master,2,Finance,6,37.0,21.56
1314,38,11,Master,3,Finance,6,37.0,31.11
1315,37,12,Bachelor,4,IT,5,45.8,32.91
1316,28,1,Bachelor,1,Marketing,1,36.5,10.65
1317,23,2,Master,1,HR,9,41.3,15.63
1318,26,4,Master,3,IT,9,41.4,28.16
1319,36,10,Bachelor,3,Marketing,9,42.9,29.75
1320,31,7,Master,2,HR,8,39.0,26.09
1321,34,11,Master,3,HR,10,38.3,32.39
1322,28,6,Master,2,Finance,3,43.3,22.51
1323,40,14,PhD,4,IT,1,38.4,38.87
1324,35,16,Bachelor,5,HR,8,36.6,38.69
1325,30,3,Bachelor,2,IT,7,46.9,21.21
1326,31,12,Master,4,Operations,5,44.0,32.66
1327,43,17,Bachelor,5,Marketing,10,49.1,41.81
1328,22,0,Bachelor,1,HR,7,45.1,10.62
1329,42,15,Bachelor,4,IT,10,36.9,38.82
1330,35,12,Bachelor,4,IT,4,42.4,32.99
1331,30,9,Bachelor,3,IT,9,37.9,31.89
1332,38,11,Bachelor,3,Finance,10,35.4,29.87
1333,28,1,Bachelor,1,IT,2,40.2,12.15
1334,24,2,Bachelor,2,Finance,9,45.9,21.43
1335,31,9,Master,4,IT,9,43.1,38.71
1336,27,1,Master,2,Operations,5,36.4,17.78
1337,32,12,Master,4,IT,1,40.1,33.35
1338,39,12,Bachelor,4,Operations,7,41.4,31.09
1339,41,17,Bachelor,5,Operations,10,35.2,38.35
1340,29,2,Master,1,Finance,10,44.9,19.18
1341,32,6,Master,2,Marketing,4,41.1,21.81
1342,38,13,Bachelor,4,Finance,9,36.4,34.69
1343,38,19,Bachelor,5,HR,6,36.2,39.99
1344,37,16,PhD,5,IT,3,46.4,45.83
1345,40,20,Bachelor,6,IT,6,40.5,46.27
1346,34,11,Bachelor,3,Finance,10,46.8,31.9
1347,38,15,Master,5,Finance,6,48.3,44.82
1348,34,11,Bachelor,3,Finance,5,46.1,27.81
1349,36,14,Bachelor,5,IT,2,39.9,36.36
1350,32,9,Bachelor,3,IT,10,32.0,31.13
1351,27,6,Master,2,IT,10,43.3,27.58
1352,38,19,Bachelor,5,IT,2,50.4,42.81
1353,27,4,Bachelor,2,IT,7,41.9,19.61
1354,27,0,Bachelor,1,IT,2,34.0,10.53
1355,43,16,Master,5,IT,6,39.3,43.07
1356,24,2,Bachelor,1,Marketing,5,41.3,12.94
1357,33,12,PhD,5,IT,4,37.6,40.24
1358,32,13,Bachelor,4,HR,7,32.0,32.88
1359,37,17,PhD,6,IT,8,41.6,53.48
1360,29,3,PhD,2,Operations,4,38.9,23.81
1361,36,17,Bachelor,6,Finance,1,49.1,42.46
1362,30,4,Bachelor,2,IT,1,42.4,16.75
1363,40,15,Bachelor,4,Finance,1,43.9,29.02
1364,26,0,Bachelor,1,IT,1,41.5,12.35
1365,44,20,Master,6,Finance,5,42.4,47.8
1366,40,13,Bachelor,5,IT,4,35.4,34.92
1367,35,14,Bachelor,4,Operations,9,37.8,35.07
1368,36,8,Bachelor,4,Finance,3,46.4,30.52
1369,36,14,PhD,4,IT,7,42.8,43.34
1370,40,16,Bachelor,5,Marketing,8,40.4,40.47
1371,29,3,Bachelor,1,IT,6,43.9,15.78
1372,34,11,Bachelor,3,Marketing,10,44.0,28.25
1373,25,4,PhD,3,Finance,1,50.0,28.05
1374,28,4,Master,2,Marketing,8,42.7,23.37
1375,32,10,Bachelor,4,IT,10,37.7,34.06
1376,32,5,Bachelor,2,Marketing,3,41.5,19.27
1377,27,6,Bachelor,2,Marketing,8,44.4,19.43
1378,35,13,Bachelor,4,IT,4,46.0,32.45
1379,35,10,PhD,4,IT,8,35.5,39.49
1380,37,12,Master,4,IT,1,43.0,33.46
1381,23,1,Bachelor,1,Operations,3,38.4,11.63
1382,30,6,Master,2,IT,6,39.7,25.44
1383,40,19,Bachelor,6,Finance,9,45.4,46.9
1384,27,3,Master,1,IT,2,45.0,15.93
1385,27,7,Master,2,IT,1,39.3,24.25
1386,45,19,Bachelor,5,Finance,10,41.4,42.9
1387,40,20,Master,6,Operations,3,39.9,43.61
1388,43,18,Bachelor,5,Finance,4,53.6,40.01
1389,39,12,Bachelor,4,Marketing,5,43.1,31.19
1390,32,13,Bachelor,5,Finance,3,38.6,33.52
1391,35,9,Bachelor,3,IT,10,47.3,32.18
1392,35,10,Master,3,IT,2,47.4,29.65
1393,25,1,PhD,1,Finance,2,49.2,19.85
1394,32,8,Master,3,Operations,7,50.4,29.39
1395,40,16,Master,5,Operations,9,44.8,44.98
1396,29,2,Master,1,IT,10,40.6,20.92
1397,25,5,Bachelor,3,IT,2,41.2,23.26
1398,23,4,Bachelor,2,IT,7,40.8,19.27
1399,28,4,Bachelor,3,Operations,7,40.4,25.05
1400,42,14,Master,4,Operations,7,47.0,37.76
1401,42,16,PhD,5,Marketing,3,42.0,42.85
1402,29,8,Bachelor,4,IT,7,45.9,31.31
1403,30,2,Master,1,Finance,1,44.7,14.13
1404,38,19,Master,5,Finance,10,37.6,49.17
1405,43,16,Master,5,IT,1,35.1,40.94
1406,28,9,Bachelor,3,Finance,5,37.1,25.24
1407,23,2,Bachelor,1,IT,2,40.3,11.74
1408,43,17,Bachelor,5,IT,9,42.5,44.94
1409,38,17,Bachelor,5,Operations,7,39.4,39.96
1410,38,16,Bachelor,5,Marketing,4,44.8,37.93
1411,28,2,Master,1,Finance,4,39.9,15.89
1412,21,2,Bachelor,2,Finance,2,43.0,14.78
1413,29,5,Master,3,IT,5,42.5,29.32
1414,31,12,Bachelor,4,Marketing,4,48.9,32.95
1415,33,14,Master,5,Marketing,1,38.1,36.67
1416,34,8,Bachelor,3,Marketing,8,50.8,28.13
1417,25,3,Master,1,Marketing,3,39.6,15.45
1418,32,13,PhD,5,IT,6,36.6,43.03
1419,32,4,Bachelor,3,IT,4,41.1,21.51
1420,26,1,Bachelor,1,Finance,9,55.0,17.98
1421,33,10,Master,4,IT,7,45.6,37.83
1422,31,8,Bachelor,3,Marketing,9,44.4,28.37
1423,21,2,Bachelor,1,IT,10,45.2,19.23
1424,36,8,Bachelor,3,IT,3,38.9,26.57
1425,26,2,Bachelor,2,IT,1,43.3,15.94
1426,28,1,Master,2,Operations,5,42.0,18.41
1427,38,11,Bachelor,3,IT,3,49.2,28.39
1428,35,9,Master,3,HR,6,41.6,26.51
1429,31,8,Master,4,Finance,8,40.5,34.38
1430,33,14,Master,5,IT,4,37.3,41.81
1431,34,7,Master,2,Finance,5,42.6,27.28
1432,23,4,Master,2,Marketing,5,43.2,21.12
1433,36,10,Bachelor,3,Finance,4,37.2,24.72
1434,24,1,Master,1,Operations,4,43.8,13.56
1435,35,14,Master,4,IT,4,42.9,37.37
1436,30,5,Master,2,IT,4,46.1,23.92
1437,32,7,Master,2,Operations,4,46.8,23.06
1438,31,4,Bachelor,2,IT,5,42.4,20.68
1439,40,15,Bachelor,4,Finance,2,37.9,33.11
1440,38,17,Master,5,Marketing,2,38.7,39.38
1441,24,5,Bachelor,2,IT,9,49.0,21.55
1442,30,4,Master,2,Marketing,2,42.7,19.09
1443,36,15,Bachelor,4,IT,6,49.0,37.27
1444,38,12,Bachelor,5,IT,2,44.0,35.48
1445,30,4,Bachelor,3,IT,5,45.0,23.22
1446,35,12,Bachelor,4,Marketing,4,45.8,30.83
1447,35,16,Bachelor,5,IT,7,37.1,41.59
1448,45,17,Bachelor,5,Marketing,7,43.2,39.56
1449,32,7,PhD,2,Operations,6,37.1,27.83
1450,40,12,Master,4,Finance,10,40.9,38.16
1451,41,18,Bachelor,5,Finance,5,44.6,40.61
1452,28,2,Master,1,Finance,1,37.9,10.37
1453,34,7,Master,2,IT,3,44.2,23.26
1454,26,1,Master,2,Finance,9,36.0,19.91
1455,32,7,Bachelor,2,HR,1,46.6,17.29
1456,31,12,Master,4,Operations,5,39.3,34.72
1457,34,12,Master,4,Operations,2,37.9,30.99
1458,21,0,Bachelor,1,Operations,4,36.3,10.52
1459,25,5,Bachelor,2,Operations,1,39.7,16.05
1460,38,18,Master,5,Finance,3,34.4,41.47
1461,37,15,Bachelor,4,HR,10,39.8,36.22
1462,26,7,Master,2,Operations,7,46.4,24.71
1463,22,0,Bachelor,1,IT,10,41.2,16.63
1464,35,15,PhD,5,Operations,3,37.3,41.95
1465,31,8,Master,4,Finance,4,42.9,32.67
1466,33,12,Bachelor,4,HR,2,42.6,28.58
1467,36,10,Bachelor,3,Marketing,3,49.8,25.6
1468,34,12,Master,4,Operations,9,45.2,35.21
1469,39,20,Master,6,IT,3,43.2,50.11
1470,28,9,Master,4,Marketing,5,45.6,29.96
1471,31,3,Bachelor,1,Finance,2,41.5,10.62
1472,26,5,Bachelor,2,IT,4,41.7,20.83
1473,33,6,Bachelor,2,Marketing,7,48.6,20.18
1474,29,4,Master,2,Finance,7,35.5,23.8
1475,30,10,Bachelor,4,HR,3,45.9,25.2
1476,39,12,Bachelor,5,IT,5,41.6,37.73
1477,46,18,Master,6,Finance,1,40.8,44.7
1478,29,9,PhD,3,HR,10,39.8,34.38
1479,30,9,Bachelor,4,Finance,10,42.6,30.14
1480,38,10,Bachelor,3,IT,10,41.8,29.68
1481,40,20,Master,6,Operations,1,40.3,44.16
1482,27,6,Master,3,Finance,5,39.2,26.11
1483,41,17,Bachelor,5,Marketing,10,34.4,41.87
1484,30,3,PhD,1,Finance,9,39.1,23.95
1485,28,1,Master,1,IT,1,40.0,14.51
1486,38,13,Bachelor,4,Finance,1,42.6,27.3
1487,33,12,Bachelor,4,Finance,4,49.9,32.88
1488,33,11,Bachelor,3,Finance,4,39.5,26.23
1489,30,6,Master,2,Finance,2,37.9,20.65
1490,24,1,Bachelor,2,Finance,9,39.1,17.24
1491,32,12,Master,4,IT,9,42.6,37.21
1492,37,13,Master,4,Finance,2,44.4,35.77
1493,37,16,Bachelor,5,IT,9,44.9,43.8
1494,34,8,Master,3,IT,6,45.3,31.7
1495,36,16,PhD,5,Operations,8,45.9,46.01
1496,26,7,Bachelor,3,HR,10,40.9,23.54
1497,28,1,Bachelor,1,HR,4,50.2,13.49
1498,33,12,Bachelor,4,Finance,2,40.6,30.35
1499,21,2,Master,2,Operations,2,42.4,16.76
